sample_name,BioSample,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Instrument,sex,age,medium,Strain,Tissue,Experiment,Run
DGRP_Line_492_Female_SAMN09738101,SAMN09738101,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_492,Whole flies,SRX4483946,SRR7619662
DGRP_Line_492_Female_SAMN09738100,SAMN09738100,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_492,Whole flies,SRX4483947,SRR7619664
DGRP_Line_492_Male_SAMN09738099,SAMN09738099,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_492,Whole flies,SRX4483948,SRR7619666
DGRP_Line_492_Male_SAMN09738098,SAMN09738098,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_492,Whole flies,SRX4483949,SRR7619668
DGRP_Line_502_Male_SAMN09738804,SAMN09738804,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_502,Whole flies,SRX4483953,SRR7619672
DGRP_Line_508_Female_SAMN09738799,SAMN09738799,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_508,Whole flies,SRX4483958,SRR7619679
DGRP_Line_509_Male_SAMN09738793,SAMN09738793,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_509,Whole flies,SRX4483964,SRR7619685
DGRP_Line_517_Female_SAMN09738831,SAMN09738831,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_517,Whole flies,SRX4483970,SRR7619692
DGRP_Line_517_Female_SAMN09738830,SAMN09738830,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_517,Whole flies,SRX4483971,SRR7619694
DGRP_Line_517_Male_SAMN09738828,SAMN09738828,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_517,Whole flies,SRX4483973,SRR7619697
DGRP_Line_531_Female_SAMN09738818,SAMN09738818,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_531,Whole flies,SRX4483983,SRR7619711
DGRP_Line_535_Female_SAMN09738865,SAMN09738865,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_535,Whole flies,SRX4483986,SRR7619715
DGRP_Line_535_Male_SAMN09738862,SAMN09738862,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_535,Whole flies,SRX4483989,SRR7619719
DGRP_Line_555_Female_SAMN09738861,SAMN09738861,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_555,Whole flies,SRX4483994,SRR7619724
DGRP_Line_555_Female_SAMN09738856,SAMN09738856,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_555,Whole flies,SRX4483995,SRR7619725
DGRP_Line_563_Male_SAMN09738847,SAMN09738847,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_563,Whole flies,SRX4484004,SRR7619734
DGRP_Line_57_Female_SAMN09738841,SAMN09738841,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_57,Whole flies,SRX4484010,SRR7619741
DGRP_Line_584_Female_SAMN09738837,SAMN09738837,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_584,Whole flies,SRX4484014,SRR7619745
DGRP_Line_584_Male_SAMN09738913,SAMN09738913,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_584,Whole flies,SRX4484017,SRR7619750
DGRP_Line_589_Female_SAMN09738911,SAMN09738911,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_589,Whole flies,SRX4484019,SRR7619752
DGRP_Line_589_Male_SAMN09738910,SAMN09738910,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_589,Whole flies,SRX4484020,SRR7619754
DGRP_Line_589_Male_SAMN09738909,SAMN09738909,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_589,Whole flies,SRX4484021,SRR7619755
DGRP_Line_59_Male_SAMN09738906,SAMN09738906,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_59,Whole flies,SRX4484024,SRR7619758
DGRP_Line_595_Female_SAMN09738903,SAMN09738903,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_595,Whole flies,SRX4484027,SRR7619761
DGRP_Line_595_Male_SAMN09738901,SAMN09738901,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_595,Whole flies,SRX4484029,SRR7619764
DGRP_Line_639_Female_SAMN09738891,SAMN09738891,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_639,Whole flies,SRX4484047,SRR7619787
DGRP_Line_639_Male_SAMN09738890,SAMN09738890,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_639,Whole flies,SRX4484048,SRR7619788
DGRP_Line_639_Male_SAMN09738889,SAMN09738889,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_639,Whole flies,SRX4484049,SRR7619791
DGRP_Line_642_Female_SAMN09738888,SAMN09738888,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_642,Whole flies,SRX4484050,SRR7619793
DGRP_Line_69_Female_SAMN09738884,SAMN09738884,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_69,Whole flies,SRX4484054,SRR7619799
DGRP_Line_703_Female_SAMN09738880,SAMN09738880,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_703,Whole flies,SRX4484058,SRR7619803
DGRP_Line_703_Male_SAMN09738878,SAMN09738878,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_703,Whole flies,SRX4484060,SRR7619805
DGRP_Line_712_Female_SAMN09738867,SAMN09738867,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_712,Whole flies,SRX4484071,SRR7619817
DGRP_Line_712_Male_SAMN09738866,SAMN09738866,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_712,Whole flies,SRX4484072,SRR7619818
DGRP_Line_712_Male_SAMN09738917,SAMN09738917,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_712,Whole flies,SRX4484073,SRR7619819
DGRP_Line_714_Male_SAMN09738934,SAMN09738934,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_714,Whole flies,SRX4484077,SRR7619823
DGRP_Line_716_Female_SAMN09738933,SAMN09738933,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_716,Whole flies,SRX4484078,SRR7619824
DGRP_Line_721_Male_SAMN09738928,SAMN09738928,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_721,Whole flies,SRX4484085,SRR7619833
DGRP_Line_727_Female_SAMN09738927,SAMN09738927,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_727,Whole flies,SRX4484086,SRR7619834
DGRP_Line_727_Male_SAMN09738922,SAMN09738922,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_727,Whole flies,SRX4484089,SRR7619837
DGRP_Line_73_Male_SAMN09738919,SAMN09738919,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_73,Whole flies,SRX4484092,SRR7619840
DGRP_Line_73_Male_SAMN09738918,SAMN09738918,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_73,Whole flies,SRX4484093,SRR7619841
DGRP_Line_730_Female_SAMN09738970,SAMN09738970,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_730,Whole flies,SRX4484094,SRR7619843
DGRP_Line_732_Female_SAMN09738966,SAMN09738966,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_732,Whole flies,SRX4484098,SRR7619847
DGRP_Line_732_Male_SAMN09738964,SAMN09738964,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_732,Whole flies,SRX4484100,SRR7619850
DGRP_Line_737_Female_SAMN09738962,SAMN09738962,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_737,Whole flies,SRX4484102,SRR7619853
DGRP_Line_738_Male_SAMN09739054,SAMN09739054,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_738,Whole flies,SRX4484108,SRR7619859
DGRP_Line_748_Female_SAMN09739051,SAMN09739051,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_748,Whole flies,SRX4484111,SRR7619863
DGRP_Line_748_Male_SAMN09739049,SAMN09739049,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_748,Whole flies,SRX4484113,SRR7619865
DGRP_Line_75_Female_SAMN09739047,SAMN09739047,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_75,Whole flies,SRX4484115,SRR7619868
DGRP_Line_75_Male_SAMN09739045,SAMN09739045,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_75,Whole flies,SRX4484117,SRR7619870
DGRP_Line_757_Female_SAMN09739044,SAMN09739044,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_757,Whole flies,SRX4484118,SRR7619872
DGRP_Line_757_Male_SAMN09739041,SAMN09739041,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_757,Whole flies,SRX4484121,SRR7619876
DGRP_Line_761_Female_SAMN09739039,SAMN09739039,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_761,Whole flies,SRX4484123,SRR7619879
DGRP_Line_765_Female_SAMN09739036,SAMN09739036,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_765,Whole flies,SRX4484126,SRR7619883
DGRP_Line_765_Male_SAMN09739096,SAMN09739096,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_765,Whole flies,SRX4484129,SRR7619886
DGRP_Line_774_Female_SAMN09739094,SAMN09739094,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_774,Whole flies,SRX4484131,SRR7619889
DGRP_Line_774_Male_SAMN09739093,SAMN09739093,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_774,Whole flies,SRX4484132,SRR7619891
DGRP_Line_776_Female_SAMN09739090,SAMN09739090,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_776,Whole flies,SRX4484135,SRR7619894
DGRP_Line_783_Female_SAMN09739087,SAMN09739087,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_783,Whole flies,SRX4484138,SRR7619898
DGRP_Line_787_Female_SAMN09739079,SAMN09739079,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_787,Whole flies,SRX4484146,SRR7619906
DGRP_Line_787_Male_SAMN09739077,SAMN09739077,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_787,Whole flies,SRX4484148,SRR7619908
DGRP_Line_790_Female_SAMN09739075,SAMN09739075,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_790,Whole flies,SRX4484150,SRR7619910
DGRP_Line_796_Female_SAMN09739071,SAMN09739071,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_796,Whole flies,SRX4484154,SRR7619915
DGRP_Line_796_Female_SAMN09739070,SAMN09739070,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_796,Whole flies,SRX4484155,SRR7619916
DGRP_Line_796_Male_SAMN09739069,SAMN09739069,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_796,Whole flies,SRX4484156,SRR7619917
DGRP_Line_799_Female_SAMN09739126,SAMN09739126,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_799,Whole flies,SRX4484158,SRR7619919
DGRP_Line_799_Female_SAMN09739126,SAMN09739126,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_799,Whole flies,SRX4484158,SRR7619920
DGRP_Line_799_Male_SAMN09739124,SAMN09739124,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_799,Whole flies,SRX4484160,SRR7619922
DGRP_Line_799_Male_SAMN09739123,SAMN09739123,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_799,Whole flies,SRX4484161,SRR7619923
DGRP_Line_801_Male_SAMN09739120,SAMN09739120,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_801,Whole flies,SRX4484164,SRR7619926
DGRP_Line_805_Female_SAMN09739016,SAMN09739016,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_805,Whole flies,SRX4484174,SRR7619936
DGRP_Line_805_Male_SAMN09739008,SAMN09739008,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_805,Whole flies,SRX4484177,SRR7619939
DGRP_Line_808_Female_SAMN09739007,SAMN09739007,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_808,Whole flies,SRX4484178,SRR7619941
DGRP_Line_808_Male_SAMN09739004,SAMN09739004,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_808,Whole flies,SRX4484181,SRR7619944
DGRP_Line_810_Female_SAMN09739003,SAMN09739003,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_810,Whole flies,SRX4484182,SRR7619945
DGRP_Line_818_Female_SAMN09739061,SAMN09739061,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_818,Whole flies,SRX4484191,SRR7619957
DGRP_Line_818_Male_SAMN09739060,SAMN09739060,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_818,Whole flies,SRX4484192,SRR7619959
DGRP_Line_819_Female_SAMN09739058,SAMN09739058,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_819,Whole flies,SRX4484194,SRR7619961
DGRP_Line_819_Male_SAMN09739056,SAMN09739056,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_819,Whole flies,SRX4484196,SRR7619964
DGRP_Line_819_Male_SAMN09738957,SAMN09738957,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_819,Whole flies,SRX4484197,SRR7619965
DGRP_Line_820_Male_SAMN09738951,SAMN09738951,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_820,Whole flies,SRX4484201,SRR7619970
DGRP_Line_821_Female_SAMN09738950,SAMN09738950,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_821,Whole flies,SRX4484202,SRR7619972
DGRP_Line_822_Female_SAMN09738948,SAMN09738948,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_822,Whole flies,SRX4484206,SRR7619977
DGRP_Line_822_Male_SAMN09738945,SAMN09738945,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_822,Whole flies,SRX4484209,SRR7619981
DGRP_Line_83_Male_SAMN09738998,SAMN09738998,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_83,Whole flies,SRX4484213,SRR7619986
DGRP_Line_832_Male_SAMN09738995,SAMN09738995,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_832,Whole flies,SRX4484216,SRR7619990
DGRP_Line_832_Male_SAMN09738994,SAMN09738994,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_832,Whole flies,SRX4484217,SRR7619991
DGRP_Line_832_Male_SAMN09738994,SAMN09738994,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_832,Whole flies,SRX4484217,SRR7619992
DGRP_Line_837_Female_SAMN09738993,SAMN09738993,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_837,Whole flies,SRX4484218,SRR7619993
DGRP_Line_843_Female_SAMN09738989,SAMN09738989,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_843,Whole flies,SRX4484222,SRR7619998
DGRP_Line_843_Female_SAMN09738988,SAMN09738988,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_843,Whole flies,SRX4484223,SRR7619999
DGRP_Line_843_Male_SAMN09738986,SAMN09738986,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_843,Whole flies,SRX4484225,SRR7620001
DGRP_Line_85_Female_SAMN09738980,SAMN09738980,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_85,Whole flies,SRX4484231,SRR7620008
DGRP_Line_85_Male_SAMN09738979,SAMN09738979,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_85,Whole flies,SRX4484232,SRR7620009
DGRP_Line_85_Male_SAMN09738978,SAMN09738978,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_85,Whole flies,SRX4484233,SRR7620010
DGRP_Line_85_Male_SAMN09738978,SAMN09738978,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_85,Whole flies,SRX4484233,SRR7620011
DGRP_Line_850_Female_SAMN09738976,SAMN09738976,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_850,Whole flies,SRX4484235,SRR7620013
DGRP_Line_850_Male_SAMN09738975,SAMN09738975,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_850,Whole flies,SRX4484236,SRR7620014
DGRP_Line_852_Female_SAMN09738973,SAMN09738973,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_852,Whole flies,SRX4484238,SRR7620016
DGRP_Line_853_Male_SAMN09739031,SAMN09739031,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_853,Whole flies,SRX4484244,SRR7620024
DGRP_Line_861_Female_SAMN09739020,SAMN09739020,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_861,Whole flies,SRX4484255,SRR7620035
DGRP_Line_861_Male_SAMN09739117,SAMN09739117,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_861,Whole flies,SRX4484257,SRR7620038
DGRP_Line_882_Female_SAMN09739105,SAMN09739105,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_882,Whole flies,SRX4484263,SRR7620045
DGRP_Line_882_Male_SAMN09739111,SAMN09739111,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_882,Whole flies,SRX4484264,SRR7620046
DGRP_Line_884_Female_SAMN09739109,SAMN09739109,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_884,Whole flies,SRX4484266,SRR7620049
DGRP_Line_890_Female_SAMN09739104,SAMN09739104,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_890,Whole flies,SRX4484270,SRR7620053
DGRP_Line_890_Male_SAMN09739101,SAMN09739101,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_890,Whole flies,SRX4484273,SRR7620056
DGRP_Line_892_Male_SAMN09739098,SAMN09739098,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_892,Whole flies,SRX4484276,SRR7620059
DGRP_Line_894_Female_SAMN09739158,SAMN09739158,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_894,Whole flies,SRX4484279,SRR7620063
DGRP_Line_894_Male_SAMN09739156,SAMN09739156,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_894,Whole flies,SRX4484281,SRR7620066
DGRP_Line_907_Male_SAMN09739145,SAMN09739145,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_907,Whole flies,SRX4484292,SRR7620078
