Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,medium,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study,Strain,Tissue
SRR7619356,3-5 days old,RNA-Seq,125,1643315625,PRJNA483441,SAMN09738404,806435870,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483684,GSM3310840,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310840,male,DGRP Line 317 Male,SRP155726,DGRP_317,Whole flies
SRR7619357,3-5 days old,RNA-Seq,125,1770716625,PRJNA483441,SAMN09738403,843150899,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483685,GSM3310841,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310841,male,DGRP Line 317 Male,SRP155726,DGRP_317,Whole flies
SRR7619361,3-5 days old,RNA-Seq,125,1962196875,PRJNA483441,SAMN09738399,925263495,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483689,GSM3310845,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310845,male,DGRP Line 318 Male,SRP155726,DGRP_318,Whole flies
SRR7619362,3-5 days old,RNA-Seq,125,1732508000,PRJNA483441,SAMN09738398,831031933,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483690,GSM3310846,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310846,female,DGRP Line 319 Female,SRP155726,DGRP_319,Whole flies
SRR7619366,3-5 days old,RNA-Seq,125,698640625,PRJNA483441,SAMN09738417,316907496,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483694,GSM3310850,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310850,female,DGRP Line 32 Female,SRP155726,DGRP_32,Whole flies
SRR7619367,3-5 days old,RNA-Seq,125,2035422875,PRJNA483441,SAMN09738417,979281524,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483694,GSM3310850,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310850,female,DGRP Line 32 Female,SRP155726,DGRP_32,Whole flies
SRR7619372,3-5 days old,RNA-Seq,125,1546151000,PRJNA483441,SAMN09738413,725743691,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483698,GSM3310854,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310854,female,DGRP Line 320 Female,SRP155726,DGRP_320,Whole flies
SRR7619374,3-5 days old,RNA-Seq,125,1998049500,PRJNA483441,SAMN09738412,930982742,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483699,GSM3310855,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310855,female,DGRP Line 320 Female,SRP155726,DGRP_320,Whole flies
SRR7619375,3-5 days old,RNA-Seq,125,2021943125,PRJNA483441,SAMN09738411,947340058,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483700,GSM3310856,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310856,male,DGRP Line 320 Male,SRP155726,DGRP_320,Whole flies
SRR7619376,3-5 days old,RNA-Seq,125,2398546875,PRJNA483441,SAMN09738410,1168544070,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483701,GSM3310857,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310857,male,DGRP Line 320 Male,SRP155726,DGRP_320,Whole flies
SRR7619379,3-5 days old,RNA-Seq,125,2202447250,PRJNA483441,SAMN09738652,1092828530,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483704,GSM3310860,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310860,male,DGRP Line 321 Male,SRP155726,DGRP_321,Whole flies
SRR7619380,3-5 days old,RNA-Seq,125,1846295625,PRJNA483441,SAMN09738651,859249042,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483705,GSM3310861,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310861,male,DGRP Line 321 Male,SRP155726,DGRP_321,Whole flies
SRR7619394,3-5 days old,RNA-Seq,125,2460171875,PRJNA483441,SAMN09738443,1179115823,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483717,GSM3310873,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310873,male,DGRP Line 332 Male,SRP155726,DGRP_332,Whole flies
SRR7619399,3-5 days old,RNA-Seq,125,2002739875,PRJNA483441,SAMN09738241,963771489,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483722,GSM3310878,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310878,female,DGRP Line 336 Female,SRP155726,DGRP_336,Whole flies
SRR7619406,3-5 days old,RNA-Seq,125,2088433500,PRJNA483441,SAMN09738305,970263485,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483728,GSM3310884,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310884,male,DGRP Line 338 Male,SRP155726,DGRP_338,Whole flies
SRR7619415,3-5 days old,RNA-Seq,125,1596201750,PRJNA483441,SAMN09738298,765455548,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483735,GSM3310891,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310891,female,DGRP Line 348 Female,SRP155726,DGRP_348,Whole flies
SRR7619416,3-5 days old,RNA-Seq,125,1738351250,PRJNA483441,SAMN09738297,819215256,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483736,GSM3310892,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310892,male,DGRP Line 348 Male,SRP155726,DGRP_348,Whole flies
SRR7619419,3-5 days old,RNA-Seq,125,2056617250,PRJNA483441,SAMN09738294,977658567,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483739,GSM3310895,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310895,female,DGRP Line 350 Female,SRP155726,DGRP_350,Whole flies
SRR7619421,3-5 days old,RNA-Seq,125,2301612125,PRJNA483441,SAMN09738292,1095391920,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483741,GSM3310897,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310897,male,DGRP Line 350 Male,SRP155726,DGRP_350,Whole flies
SRR7619423,3-5 days old,RNA-Seq,125,2401487375,PRJNA483441,SAMN09738290,1120120068,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483743,GSM3310899,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310899,female,DGRP Line 352 Female,SRP155726,DGRP_352,Whole flies
SRR7619425,3-5 days old,RNA-Seq,125,2029763500,PRJNA483441,SAMN09738289,1004878431,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483744,GSM3310900,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310900,male,DGRP Line 352 Male,SRP155726,DGRP_352,Whole flies
SRR7619427,3-5 days old,RNA-Seq,125,1792425250,PRJNA483441,SAMN09738287,862119475,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483746,GSM3310902,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310902,female,DGRP Line 354 Female,SRP155726,DGRP_354,Whole flies
SRR7619436,3-5 days old,RNA-Seq,125,1913662000,PRJNA483441,SAMN09738286,899974783,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483754,GSM3310910,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310910,female,DGRP Line 356 Female,SRP155726,DGRP_356,Whole flies
SRR7619442,3-5 days old,RNA-Seq,125,2054654875,PRJNA483441,SAMN09738325,1010061048,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483759,GSM3310915,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310915,female,DGRP Line 357 Female,SRP155726,DGRP_357,Whole flies
SRR7619444,3-5 days old,RNA-Seq,125,1788238125,PRJNA483441,SAMN09738323,819771095,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483761,GSM3310917,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310917,male,DGRP Line 357 Male,SRP155726,DGRP_357,Whole flies
SRR7619445,3-5 days old,RNA-Seq,125,1629956250,PRJNA483441,SAMN09738322,744043815,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483762,GSM3310918,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310918,female,DGRP Line 358 Female,SRP155726,DGRP_358,Whole flies
SRR7619448,3-5 days old,RNA-Seq,125,2009184250,PRJNA483441,SAMN09738320,953049224,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483764,GSM3310920,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310920,male,DGRP Line 358 Male,SRP155726,DGRP_358,Whole flies
SRR7619449,3-5 days old,RNA-Seq,125,2046769750,PRJNA483441,SAMN09738319,971537356,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483765,GSM3310921,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310921,male,DGRP Line 358 Male,SRP155726,DGRP_358,Whole flies
SRR7619450,3-5 days old,RNA-Seq,125,1905303875,PRJNA483441,SAMN09738318,959821306,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483766,GSM3310922,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310922,female,DGRP Line 359 Female,SRP155726,DGRP_359,Whole flies
SRR7619452,3-5 days old,RNA-Seq,125,1966472000,PRJNA483441,SAMN09738317,944817348,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483767,GSM3310923,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310923,female,DGRP Line 359 Female,SRP155726,DGRP_359,Whole flies
SRR7619457,3-5 days old,RNA-Seq,125,1907798375,PRJNA483441,SAMN09738312,881147164,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483772,GSM3310928,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310928,male,DGRP Line 360 Male,SRP155726,DGRP_360,Whole flies
SRR7619461,3-5 days old,RNA-Seq,125,1799881750,PRJNA483441,SAMN09738309,874444043,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483775,GSM3310931,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310931,female,DGRP Line 361 Female,SRP155726,DGRP_361,Whole flies
SRR7619463,3-5 days old,RNA-Seq,125,1928110500,PRJNA483441,SAMN09738360,875336755,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483777,GSM3310933,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310933,male,DGRP Line 361 Male,SRP155726,DGRP_361,Whole flies
SRR7619465,3-5 days old,RNA-Seq,125,1710995500,PRJNA483441,SAMN09738220,782941848,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483779,GSM3310935,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310935,female,DGRP Line 362 Female,SRP155726,DGRP_362,Whole flies
SRR7619466,3-5 days old,RNA-Seq,125,1756660750,PRJNA483441,SAMN09738220,837695680,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483779,GSM3310935,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310935,female,DGRP Line 362 Female,SRP155726,DGRP_362,Whole flies
SRR7619469,3-5 days old,RNA-Seq,125,2759104375,PRJNA483441,SAMN09738217,1256077205,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483782,GSM3310938,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310938,female,DGRP Line 365 Female,SRP155726,DGRP_365,Whole flies
SRR7619470,3-5 days old,RNA-Seq,125,1876085750,PRJNA483441,SAMN09738282,894557055,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483783,GSM3310939,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310939,female,DGRP Line 365 Female,SRP155726,DGRP_365,Whole flies
SRR7619474,3-5 days old,RNA-Seq,125,1936716750,PRJNA483441,SAMN09738278,949628980,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483787,GSM3310943,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310943,female,DGRP Line 367 Female,SRP155726,DGRP_367,Whole flies
SRR7619477,3-5 days old,RNA-Seq,125,2052487875,PRJNA483441,SAMN09738275,999276979,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483789,GSM3310945,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310945,male,DGRP Line 367 Male,SRP155726,DGRP_367,Whole flies
SRR7619478,3-5 days old,RNA-Seq,125,1766277250,PRJNA483441,SAMN09738274,847456100,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483790,GSM3310946,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310946,female,DGRP Line 370 Female,SRP155726,DGRP_370,Whole flies
SRR7619479,3-5 days old,RNA-Seq,125,1827785125,PRJNA483441,SAMN09738274,869891426,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483790,GSM3310946,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310946,female,DGRP Line 370 Female,SRP155726,DGRP_370,Whole flies
SRR7619480,3-5 days old,RNA-Seq,125,2025160500,PRJNA483441,SAMN09738273,946537714,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483791,GSM3310947,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310947,female,DGRP Line 370 Female,SRP155726,DGRP_370,Whole flies
SRR7619482,3-5 days old,RNA-Seq,125,1512947375,PRJNA483441,SAMN09738272,711613629,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483792,GSM3310948,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310948,male,DGRP Line 370 Male,SRP155726,DGRP_370,Whole flies
SRR7619498,3-5 days old,RNA-Seq,125,2160923000,PRJNA483441,SAMN09738249,1031131805,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483807,GSM3310963,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310963,female,DGRP Line 375 Female,SRP155726,DGRP_375,Whole flies
SRR7619504,3-5 days old,RNA-Seq,125,1949669125,PRJNA483441,SAMN09738151,884205597,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483813,GSM3310969,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310969,male,DGRP Line 377 Male,SRP155726,DGRP_377,Whole flies
SRR7619506,3-5 days old,RNA-Seq,125,2806657625,PRJNA483441,SAMN09738149,1363626719,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483815,GSM3310971,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310971,female,DGRP Line 379 Female,SRP155726,DGRP_379,Whole flies
SRR7619510,3-5 days old,RNA-Seq,125,1666662750,PRJNA483441,SAMN09738145,764613153,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483819,GSM3310975,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310975,female,DGRP Line 38 Female,SRP155726,DGRP_38,Whole flies
SRR7619516,3-5 days old,RNA-Seq,125,2412882375,PRJNA483441,SAMN09738140,1143439946,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483824,GSM3310980,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310980,male,DGRP Line 380 Male,SRP155726,DGRP_380,Whole flies
SRR7619518,3-5 days old,RNA-Seq,125,2052046625,PRJNA483441,SAMN09738216,977029355,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483825,GSM3310981,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310981,male,DGRP Line 380 Male,SRP155726,DGRP_380,Whole flies
SRR7619520,3-5 days old,RNA-Seq,125,1885866750,PRJNA483441,SAMN09738214,886305893,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483827,GSM3310983,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310983,female,DGRP Line 381 Female,SRP155726,DGRP_381,Whole flies
SRR7619522,3-5 days old,RNA-Seq,125,1822275375,PRJNA483441,SAMN09738212,829887670,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483829,GSM3310985,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310985,male,DGRP Line 381 Male,SRP155726,DGRP_381,Whole flies
SRR7619526,3-5 days old,RNA-Seq,125,2939415500,PRJNA483441,SAMN09738209,1367719473,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483832,GSM3310988,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310988,male,DGRP Line 382 Male,SRP155726,DGRP_382,Whole flies
SRR7619534,3-5 days old,RNA-Seq,125,1788649750,PRJNA483441,SAMN09738202,844100531,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483839,GSM3310995,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310995,female,DGRP Line 385 Female,SRP155726,DGRP_385,Whole flies
SRR7619539,3-5 days old,RNA-Seq,125,2145138750,PRJNA483441,SAMN09738201,968481963,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483844,GSM3311000,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311000,male,DGRP Line 386 Male,SRP155726,DGRP_386,Whole flies
SRR7619540,3-5 days old,RNA-Seq,125,1632561625,PRJNA483441,SAMN09738200,743337664,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483845,GSM3311001,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311001,male,DGRP Line 386 Male,SRP155726,DGRP_386,Whole flies
SRR7619541,3-5 days old,RNA-Seq,125,1846954000,PRJNA483441,SAMN09738200,879975268,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483845,GSM3311001,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311001,male,DGRP Line 386 Male,SRP155726,DGRP_386,Whole flies
SRR7619543,3-5 days old,RNA-Seq,125,2011633375,PRJNA483441,SAMN09738198,932086648,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483847,GSM3311003,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311003,female,DGRP Line 390 Female,SRP155726,DGRP_390,Whole flies
SRR7619544,3-5 days old,RNA-Seq,125,2311415000,PRJNA483441,SAMN09738193,1077783522,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483848,GSM3311004,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311004,male,DGRP Line 390 Male,SRP155726,DGRP_390,Whole flies
SRR7619550,3-5 days old,RNA-Seq,125,2268538625,PRJNA483441,SAMN09738238,1136893114,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483852,GSM3311008,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311008,male,DGRP Line 391 Male,SRP155726,DGRP_391,Whole flies
